routablemask_link,routablemask_link/_text,routablemask_link/_title,routablemask_link_numbers,routablemask_content,imagebadge_value,imagebadge_value_numbers,routable_link,routable_link/_text,routable_link/_title,routable_link_numbers,listingtype_value,pricelarge_value,pricelarge_value_prices,propertyinfo_value,propertyinfo_value_numbers,fineprint_value,fineprint_value_numbers,tozcount_number,tozfresh_value,tablegrouped_values,tablegrouped_values_prices,"_PAGE_NUMBER"
"http://www.zillow.com/homedetails/70-Orchard-St-APT-6-New-York-NY-10002/2100774367_zpid/","","","","","","","http://www.zillow.com/homedetails/70-Orchard-St-APT-6-New-York-NY-10002/2100774367_zpid/","70 Orchard St APT 6, New York, NY10002","70 Orchard St APT 6, New York, NY Real Estate","70; 6","Apartment For Rent","$2,200/mo","2200","1 bd • 1 ba","1; 1","","","","","","","3"
"http://www.zillow.com/b/90-Washington-St-New-York-NY/40.70806,-74.01485_ll/","9 photos","","9","","9 photos","9","http://www.zillow.com/b/90-Washington-St-New-York-NY/40.70806,-74.01485_ll/","90 Washington St","90 Washington St APT 3Q, New York, NY Real Estate","90","Apartments For Rent","","","90 Washington St, New York, NY","90","3 matching units","3","","","Studios $2,925+ 1.0 ba 470+ sqft","2925","3"
"http://www.zillow.com/homedetails/1-West-St-APT-2040-New-York-NY-10004/2127108261_zpid/","11 photos","","11","","11 photos","11","http://www.zillow.com/homedetails/1-West-St-APT-2040-New-York-NY-10004/2127108261_zpid/","1 West St APT 2040, New York, NY10004","1 West St APT 2040, New York, NY Real Estate","1; 2040","Apartment For Rent","$2,600/mo","2600","Studio • 1 ba • 406 sqft • Built 1903","1; 406; 1903","","","","","","","3"
"http://www.zillow.com/b/trump-place-.dash.-180-riverside-blvd-new-york-ny-5XjKjm/","14 photos","","14","","14 photos","14","http://www.zillow.com/b/trump-place-.dash.-180-riverside-blvd-new-york-ny-5XjKjm/","Trump Place - 180 Riverside Blvd","Trump Place - 180 Riverside Blvd, Residence F, floors 3-17 Real Estate","-180","Apartments For Rent","","","180 Riverside Blvd, New York, NY","180","3 matching units","3","","Updated today","Studios $2,575+ 1.0 ba 406+ sqft","2575","3"
"http://www.zillow.com/homedetails/166-W-76th-St-APT-4E-New-York-NY-10023/2118825231_zpid/","5 photos","","5","","5 photos","5","http://www.zillow.com/homedetails/166-W-76th-St-APT-4E-New-York-NY-10023/2118825231_zpid/","166 W 76th St APT 4E, New York, NY10023","166 W 76th St APT 4E, New York, NY Real Estate","166; 76; 4","Apartment For Rent","$2,300/mo","2300","Studio • 1 ba • 350 sqft • 465 sqft lot","1; 350; 465","","","12","hours ago","","","3"
"http://www.zillow.com/b/411-E-118th-St-New-York-NY/40.79721,-73.93363_ll/","3 photos","","3","","3 photos","3","http://www.zillow.com/b/411-E-118th-St-New-York-NY/40.79721,-73.93363_ll/","411 E 118th St","411 E 118th St APT 4, New York, NY Real Estate","411; 118","Apartments For Rent","","","411 E 118th St, New York, NY","411; 118","2 matching units","2","","Updated today","1 Bedrooms $1,625 1.0 ba -- sqft; 2 Bedrooms $2,000 1.0 ba -- sqft","1625; 2000","3"
"http://www.zillow.com/homedetails/72-W-87th-St-1D-New-York-NY-10024/2100763839_zpid/","1 photo","","1","","1 photo","1","http://www.zillow.com/homedetails/72-W-87th-St-1D-New-York-NY-10024/2100763839_zpid/","72 W 87th St # 1D, New York, NY10024","72 W 87th St # 1D, New York, NY Real Estate","72; 87; 1","Apartment For Rent","$2,400/mo","2400","Studio • 1 ba","1","","","12","hours ago","","","3"
"http://www.zillow.com/homedetails/310-W-78th-St-3BB-New-York-NY-10024/2100763841_zpid/","","","","","","","http://www.zillow.com/homedetails/310-W-78th-St-3BB-New-York-NY-10024/2100763841_zpid/","310 W 78th St # 3BB, New York, NY10024","310 W 78th St # 3BB, New York, NY Real Estate","310; 78; 3","Apartment For Rent","$2,195/mo","2195","Studio • 1 ba • 400 sqft","1; 400","","","12","hours ago","","","3"
"http://www.zillow.com/homedetails/301-W-110th-St-APT-3F-New-York-NY-10026/31550221_zpid/","11 photos","","11","","11 photos","11","http://www.zillow.com/homedetails/301-W-110th-St-APT-3F-New-York-NY-10026/31550221_zpid/","301 W 110th St APT 3F, New York, NY10026","301 W 110th St APT 3F, New York, NY Real Estate","301; 110; 3","Apartment For Rent","$2,800/mo","2800","1 bd • 1 ba • 600 sqft • Built 1989","1; 1; 600; 1989","","","12","hours ago","","","3"
"http://www.zillow.com/homedetails/115-W-57th-St-APT-4F-New-York-NY-10019/2118533935_zpid/","","","","","","","http://www.zillow.com/homedetails/115-W-57th-St-APT-4F-New-York-NY-10019/2118533935_zpid/","115 W 57th St APT 4F, New York, NY10019","115 W 57th St APT 4F, New York, NY Real Estate","115; 57; 4","Apartment For Rent","$2,495/mo","2495","1 bd • 1 ba","1; 1","","","14","hours ago","","","3"
"http://www.zillow.com/homedetails/438-E-66th-St-4-New-York-NY-10065/2106344724_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/438-E-66th-St-4-New-York-NY-10065/2106344724_zpid/","438 E 66th St # 4, New York, NY10065","438 E 66th St # 4, New York, NY Real Estate","438; 66; 4","Apartment For Rent","$1,900/mo","1900","1 bd • 1 ba","1; 1","","","14","hours ago","","","3"
"http://www.zillow.com/homedetails/30-W-141st-St-APT-6C-New-York-NY-10037/2112163749_zpid/","9 photos","","9","","9 photos","9","http://www.zillow.com/homedetails/30-W-141st-St-APT-6C-New-York-NY-10037/2112163749_zpid/","30 W 141st St APT 6C, New York, NY10037","30 W 141st St APT 6C, New York, NY Real Estate","30; 141; 6","Apartment For Rent","$1,815/mo","1815","1 bd • 1 ba • 596 sqft • Built 1959","1; 1; 596; 1959","","","14","hours ago","","","3"
"http://www.zillow.com/homedetails/561-10th-Ave-APT-7B-New-York-NY-10036/2118562219_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/561-10th-Ave-APT-7B-New-York-NY-10036/2118562219_zpid/","561 10th Ave APT 7B, New York, NY10036","561 10th Ave APT 7B, New York, NY Real Estate","561; 10; 7","Apartment For Rent","$2,950/mo","2950","Studio • 1 ba","1","","","14","hours ago","","","4"
"http://www.zillow.com/homedetails/260-W-52nd-St-334188-New-York-NY-10019/2101014413_zpid/","14 photos","","14","","14 photos","14","http://www.zillow.com/homedetails/260-W-52nd-St-334188-New-York-NY-10019/2101014413_zpid/","260 W 52nd St, New York, NY","The Ellington, 6C Real Estate","260; 52","Apartment For Rent","$2,950+/mo","2950","Studio • 1 ba • Built 1987","1; 1987","","","","Updated today","","","4"
"http://www.zillow.com/b/71-broadway-new-york-ny-5Xb9PG/","18 photos","","18","","18 photos","18","http://www.zillow.com/b/71-broadway-new-york-ny-5Xb9PG/","71 Broadway","71 Broadway, Studio F Real Estate","71","Apartments For Rent","","","71 Broadway, New York, NY","71","3 matching units","3","","","Studios $2,980+ 1.0 ba 537+ sqft","2980","4"
"http://www.zillow.com/homedetails/22-James-St-APT-3-New-York-NY-10038/2100776290_zpid/","6 photos","","6","","6 photos","6","http://www.zillow.com/homedetails/22-James-St-APT-3-New-York-NY-10038/2100776290_zpid/","22 James St APT 3, New York, NY10038","22 James St APT 3, New York, NY Real Estate","22; 3","Apartment For Rent","$2,300/mo","2300","2 bds • 1 ba • 600 sqft","2; 1; 600","","","","","","","4"
"http://www.zillow.com/homedetails/76-E-7th-St-APT-52-New-York-NY-10003/2100777286_zpid/","7 photos","","7","","7 photos","7","http://www.zillow.com/homedetails/76-E-7th-St-APT-52-New-York-NY-10003/2100777286_zpid/","76 E 7th St APT 52, New York, NY10003","76 E 7th St APT 52, New York, NY Real Estate","76; 7; 52","Apartment For Rent","$2,700/mo","2700","2 bds • 1 ba","2; 1","","","","","","","4"
"http://www.zillow.com/homedetails/308-E-6th-St-3RW-New-York-NY-10003/2100777287_zpid/","5 photos","","5","","5 photos","5","http://www.zillow.com/homedetails/308-E-6th-St-3RW-New-York-NY-10003/2100777287_zpid/","308 E 6th St # 3RW, New York, NY10003","308 E 6th St # 3RW, New York, NY Real Estate","308; 6; 3","Apartment For Rent","$2,395/mo","2395","1 bd • 1 ba","1; 1","","","","","","","4"
"http://www.zillow.com/b/515-E-5th-St-New-York-NY/40.72471,-73.98347_ll/","6 photos","","6","","6 photos","6","http://www.zillow.com/b/515-E-5th-St-New-York-NY/40.72471,-73.98347_ll/","515 E 5th St","515 E 5th St APT 6A, New York, NY Real Estate","515; 5","Apartments For Rent","","","515 E 5th St, New York, NY","515; 5","3 matching units","3","","","Studios $2,550 1.0 ba -- sqft; 1 Bedrooms $2,495+ 1.0 ba -- sqft","2550; 2495","4"
"http://www.zillow.com/homedetails/113-Mulberry-St-APT-8-New-York-NY-10013/2100777295_zpid/","5 photos","","5","","5 photos","5","http://www.zillow.com/homedetails/113-Mulberry-St-APT-8-New-York-NY-10013/2100777295_zpid/","113 Mulberry St APT 8, New York, NY10013","113 Mulberry St APT 8, New York, NY Real Estate","113; 8","Apartment For Rent","$2,600/mo","2600","1 bd • 1 ba","1; 1","","","","","","","4"
"http://www.zillow.com/homedetails/280-Rector-Pl-APT-5P-New-York-NY-10280/31491641_zpid/","7 photos","","7","","7 photos","7","http://www.zillow.com/homedetails/280-Rector-Pl-APT-5P-New-York-NY-10280/31491641_zpid/","280 Rector Pl APT 5P, New York, NY10280","280 Rector Pl APT 5P, New York, NY Real Estate","280; 5","Apartment For Rent","$2,550/mo","2550","Studio • 1 ba • 515 sqft • Built 1985","1; 515; 1985","","","","","","","4"
"http://www.zillow.com/homedetails/122-Orchard-St-APT-5-New-York-NY-10002/2107559306_zpid/","5 photos","","5","","5 photos","5","http://www.zillow.com/homedetails/122-Orchard-St-APT-5-New-York-NY-10002/2107559306_zpid/","122 Orchard St APT 5, New York, NY10002","122 Orchard St APT 5, New York, NY Real Estate","122; 5","Apartment For Rent","$2,500/mo","2500","Studio","","","","","","","","4"
"http://www.zillow.com/homedetails/202-6th-Ave-APT-2B-New-York-NY-10013/2118137222_zpid/","3 photos","","3","","3 photos","3","http://www.zillow.com/homedetails/202-6th-Ave-APT-2B-New-York-NY-10013/2118137222_zpid/","202 6th Ave APT 2B, New York, NY10013","202 6th Ave APT 2B, New York, NY Real Estate","202; 6; 2","Apartment For Rent","$2,650/mo","2650","Studio • 1 ba • Built 1910","1; 1910","","","","","","","4"
"http://www.zillow.com/homedetails/154-Orchard-St-APT-6-New-York-NY-10002/2127595890_zpid/","3 photos","","3","","3 photos","3","http://www.zillow.com/homedetails/154-Orchard-St-APT-6-New-York-NY-10002/2127595890_zpid/","154 Orchard St APT 6, New York, NY10002","154 Orchard St APT 6, New York, NY Real Estate","154; 6","Apartment For Rent","$2,150/mo","2150","Studio • 1 ba • 450 sqft","1; 450","","","","","","","4"
"http://www.zillow.com/b/153-Norfolk-St-New-York-NY/40.7204,-73.9864_ll/","3 photos","","3","","3 photos","3","http://www.zillow.com/b/153-Norfolk-St-New-York-NY/40.7204,-73.9864_ll/","153 Norfolk St","153 Norfolk St APT 5A, New York, NY Real Estate","153","Apartments For Rent","","","153 Norfolk St, New York, NY","153","2 matching units","2","","","1 Bedrooms $2,300 1.0 ba -- sqft; 2 Bedrooms $2,995 1.0 ba -- sqft","2300; 2995","4"
"http://www.zillow.com/homedetails/238-E-6th-St-APT-6-New-York-NY-10003/2123967407_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/238-E-6th-St-APT-6-New-York-NY-10003/2123967407_zpid/","238 E 6th St APT 6, New York, NY10003","238 E 6th St APT 6, New York, NY Real Estate","238; 6; 6","Apartment For Rent","$2,200/mo","2200","1 bd • 1 ba","1; 1","","","","","","","4"
"http://www.zillow.com/homedetails/125-Elizabeth-St-APT-5A-New-York-NY-10013/2100779500_zpid/","6 photos","","6","","6 photos","6","http://www.zillow.com/homedetails/125-Elizabeth-St-APT-5A-New-York-NY-10013/2100779500_zpid/","125 Elizabeth St APT 5A, New York, NY10013","125 Elizabeth St APT 5A, New York, NY Real Estate","125; 5","Apartment For Rent","$2,300/mo","2300","1 bd • 1 ba","1; 1","","","","","","","4"
"http://www.zillow.com/homedetails/77-79-Delancey-4B-Manhattan-NY-10002/2110314090_zpid/","6 photos","","6","","6 photos","6","http://www.zillow.com/homedetails/77-79-Delancey-4B-Manhattan-NY-10002/2110314090_zpid/","77-79 Delancey # 4B, Manhattan, NY10002","77-79 Delancey # 4B, Manhattan, NY Real Estate","77; 79; 4","Apartment For Rent","$2,995/mo","2995","1 bd • 1 ba • 650 sqft","1; 1; 650","","","","","","","4"
"http://www.zillow.com/homedetails/516-E-5th-St-APT-17-New-York-NY-10009/2132074791_zpid/","3 photos","","3","","3 photos","3","http://www.zillow.com/homedetails/516-E-5th-St-APT-17-New-York-NY-10009/2132074791_zpid/","516 E 5th St APT 17, New York, NY10009","516 E 5th St APT 17, New York, NY Real Estate","516; 5; 17","Apartment For Rent","$2,150/mo","2150","Studio • 1 ba • Built 1900","1; 1900","","","","","","","4"
"http://www.zillow.com/homedetails/620-E-11th-St-APT-7-New-York-NY-10009/2127591988_zpid/","3 photos","","3","","3 photos","3","http://www.zillow.com/homedetails/620-E-11th-St-APT-7-New-York-NY-10009/2127591988_zpid/","620 E 11th St APT 7, New York, NY10009","620 E 11th St APT 7, New York, NY Real Estate","620; 11; 7","Apartment For Rent","$2,415/mo","2415","2 bds • 1 ba • Built 1900","2; 1; 1900","","","","","","","4"
"http://www.zillow.com/b/11-Allen-St-New-York-NY/40.71494,-73.993_ll/","5 photos","","5","","5 photos","5","http://www.zillow.com/b/11-Allen-St-New-York-NY/40.71494,-73.993_ll/","11 Allen St","11 Allen St # 4RR, New York, NY Real Estate","11","Apartments For Rent","","","11 Allen St, New York, NY","11","2 matching units","2","","","1 Bedrooms $2,600 1.0 ba -- sqft; 2 Bedrooms $2,600 1.0 ba -- sqft","2600; 2600","4"
"http://www.zillow.com/homedetails/130-Water-St-APT-2C-New-York-NY-10005/2100785992_zpid/","10 photos","","10","","10 photos","10","http://www.zillow.com/homedetails/130-Water-St-APT-2C-New-York-NY-10005/2100785992_zpid/","130 Water St APT 2C, New York, NY10005","130 Water St APT 2C, New York, NY Real Estate","130; 2","Apartment For Rent","$2,400/mo","2400","Studio • 1 ba • 535 sqft","1; 535","","","","","","","4"
"http://www.zillow.com/b/325-E-10th-St-New-York-NY/40.72742,-73.98069_ll/","3 photos","","3","","3 photos","3","http://www.zillow.com/b/325-E-10th-St-New-York-NY/40.72742,-73.98069_ll/","325 E 10th St","325 E 10th St # 1, New York, NY Real Estate","325; 10","Apartments For Rent","","","325 E 10th St, New York, NY","325; 10","2 matching units","2","","","Studios $2,150+ 1.0 ba -- sqft","2150","4"
"http://www.zillow.com/b/85-John-St-New-York-NY/40.70839,-74.00663_ll/","3 photos","","3","","3 photos","3","http://www.zillow.com/b/85-John-St-New-York-NY/40.70839,-74.00663_ll/","85 John St","85 John St APT 6G, New York, NY Real Estate","85","Apartments For Rent","","","85 John St, New York, NY","85","3 matching units","3","","","Studios $2,550+ 1.0 ba 400+ sqft","2550","4"
"http://www.zillow.com/homedetails/303-Greenwich-St-9C-New-York-NY-10013/31493677_zpid/","7 photos","","7","","7 photos","7","http://www.zillow.com/homedetails/303-Greenwich-St-9C-New-York-NY-10013/31493677_zpid/","303 Greenwich St # 9C, New York, NY10013","303 Greenwich St # 9C, New York, NY Real Estate","303; 9","Apartment For Rent","$3,000/mo","3000","Studio • 1 ba • 541 sqft","1; 541","","","","","","","4"
"http://www.zillow.com/b/20-exchange-place-new-york-ny-5XjKnP/","8 photos","","8","","8 photos","8","http://www.zillow.com/b/20-exchange-place-new-york-ny-5XjKnP/","20 Exchange Place","20 Exchange Pl APT 1406, New York, NY Real Estate","20","Apartments For Rent","","","20 Exchange Pl, New York, NY","20","5 matching units","5","","","Studios $2,580+ 1.0 ba -- sqft","2580","4"
"http://www.zillow.com/b/284-E-10th-St-New-York-NY/40.72791,-73.98296_ll/","4 photos","","4","","4 photos","4","http://www.zillow.com/b/284-E-10th-St-New-York-NY/40.72791,-73.98296_ll/","284 E 10th St","284 E 10th St # 44, New York, NY Real Estate","284; 10","Apartments For Rent","","","284 E 10th St, New York, NY","284; 10","2 matching units","2","","","Studios $2,825 1.0 ba -- sqft; 1 Bedrooms $2,850 1.0 ba -- sqft","2825; 2850","4"
"http://www.zillow.com/homedetails/501-E-6th-St-STU1-New-York-NY-10009/2100796727_zpid/","5 photos","","5","","5 photos","5","http://www.zillow.com/homedetails/501-E-6th-St-STU1-New-York-NY-10009/2100796727_zpid/","501 E 6th St # STU1, New York, NY10009","501 E 6th St # STU1, New York, NY Real Estate","501; 6","Apartment For Rent","$1,925/mo","1925","Studio • 1 ba","1","","","","","","","5"
"http://www.zillow.com/b/306-E-6th-St-New-York-NY/40.72698,-73.98813_ll/","3 photos","","3","","3 photos","3","http://www.zillow.com/b/306-E-6th-St-New-York-NY/40.72698,-73.98813_ll/","306 E 6th St","306 E 6th St # STUDIO, New York, NY Real Estate","306; 6","Apartments For Rent","","","306 E 6th St, New York, NY","306; 6","2 matching units","2","","","Studios $1,925 1.0 ba -- sqft; 1 Bedrooms $2,395 1.0 ba -- sqft","1925; 2395","5"
"http://www.zillow.com/b/120-Orchard-St-New-York-NY/40.71937,-73.98933_ll/","3 photos","","3","","3 photos","3","http://www.zillow.com/b/120-Orchard-St-New-York-NY/40.71937,-73.98933_ll/","120 Orchard St","120 Orchard St APT 2A, New York, NY Real Estate","120","Apartments For Rent","","","120 Orchard St, New York, NY","120","2 matching units","2","","","Studios $1,850 1.0 ba -- sqft; 1 Bedrooms $1,850 1.0 ba -- sqft","1850; 1850","5"
"http://www.zillow.com/homedetails/112-Rivington-St-4F-New-York-NY-10002/2100796758_zpid/","5 photos","","5","","5 photos","5","http://www.zillow.com/homedetails/112-Rivington-St-4F-New-York-NY-10002/2100796758_zpid/","112 Rivington St # 4F, New York, NY10002","112 Rivington St # 4F, New York, NY Real Estate","112; 4","Apartment For Rent","$2,550/mo","2550","1 bd • 1 ba • 650 sqft","1; 1; 650","","","","","","","5"
"http://www.zillow.com/b/170-E-3rd-St-New-York-NY/40.72301,-73.98441_ll/","4 photos","","4","","4 photos","4","http://www.zillow.com/b/170-E-3rd-St-New-York-NY/40.72301,-73.98441_ll/","170 E 3rd St","170 E 3rd St # E, New York, NY Real Estate","170; 3","Apartments For Rent","","","170 E 3rd St, New York, NY","170; 3","2 matching units","2","","","Studios $1,950+ 1.0 ba -- sqft","1950","5"
"http://www.zillow.com/b/86-E-3rd-St-New-York-NY/40.72464,-73.98823_ll/","4 photos","","4","","4 photos","4","http://www.zillow.com/b/86-E-3rd-St-New-York-NY/40.72464,-73.98823_ll/","86 E 3rd St","86 E 3rd St APT 1D, New York, NY Real Estate","86; 3","Apartments For Rent","","","86 E 3rd St, New York, NY","86; 3","2 matching units","2","","","1 Bedrooms $2,450 1.0 ba -- sqft; 2 Bedrooms $2,900 1.0 ba -- sqft","2450; 2900","5"
"http://www.zillow.com/homedetails/302-Mott-St-APT-19-New-York-NY-10012/2118428685_zpid/","6 photos","","6","","6 photos","6","http://www.zillow.com/homedetails/302-Mott-St-APT-19-New-York-NY-10012/2118428685_zpid/","302 Mott St APT 19, New York, NY10012","302 Mott St APT 19, New York, NY Real Estate","302; 19","Apartment For Rent","$2,395/mo","2395","1 bd","1","","","","","","","5"
"http://www.zillow.com/homedetails/131-Eldridge-St-APT-2A-New-York-NY-10002/2100798996_zpid/","7 photos","","7","","7 photos","7","http://www.zillow.com/homedetails/131-Eldridge-St-APT-2A-New-York-NY-10002/2100798996_zpid/","131 Eldridge St APT 2A, New York, NY10002","131 Eldridge St APT 2A, New York, NY Real Estate","131; 2","Apartment For Rent","$2,800/mo","2800","2 bds • 1 ba","2; 1","","","","","","","5"
